model_name,developer_company,release_year,model_version,model_description,primary_use_case,supports_multilingual,supports_code_generation,supports_reasoning,supports_chat,access_type,license_type,commercial_use_allowed,training_scale,estimated_parameters,compute_intensity,model_category
Zenith-5,Google AI,2019,v1.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,API,Open,1,Small,149147889,Low,Enterprise
Helios-2,Google AI,2020,v5.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Open,Research,1,Medium,255583388,Low,Open-Source
Atlas-1,Meta AI,2021,v4.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,API,Open,0,Medium,37350723,Medium,Open-Source
Vertex-9,OpenAI,2020,v5.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,API,Research,1,Medium,286867572,High,Enterprise
Atlas-8,AI Labs,2024,v5.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,Open,Research,0,Large,5757384,High,Research
Vertex-9,DeepMind,2022,v2.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,Open,Open,0,Medium,21986646,High,Enterprise
Orion-3,DeepMind,2018,v2.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,Closed,Research,1,Large,72732181,Medium,Research
Orion-6,OpenAI,2018,v3.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,0,API,Open,0,Large,206074475,High,Open-Source
Nimbus-9,Anthropic,2025,v2.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Closed,Research,1,Medium,80636311,Medium,Enterprise
Cosmos-3,Mistral AI,2020,v2.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Closed,Research,0,Medium,101850137,Low,Research
Neptune-7,Anthropic,2025,v4.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,Closed,Research,0,Small,24482756,Low,Research
Neptune-5,Meta AI,2018,v1.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,0,Closed,Open,1,Small,166026060,Medium,Research
Atlas-4,OpenAI,2022,v5.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,Open,Open,1,Small,1649836,Low,Enterprise
Nova-7,Cohere,2020,v3.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,1,Open,Research,0,Small,152297886,Medium,Research
Nimbus-6,Google AI,2023,v1.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,API,Research,1,Small,162900815,High,Research
Zenith-2,DeepMind,2025,v3.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Closed,Research,1,Medium,257856229,Low,Enterprise
Nimbus-7,DeepMind,2020,v1.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,Closed,Commercial,1,Medium,223234678,High,Research
Zenith-3,Anthropic,2024,v4.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Open,Open,1,Large,118754037,High,Open-Source
Nova-6,OpenAI,2021,v1.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,0,Closed,Commercial,0,Medium,248169135,Low,Research
Helios-4,Anthropic,2021,v1.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,API,Commercial,1,Small,57913594,High,Open-Source
Neptune-8,NeuralWorks,2020,v1.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,Open,Research,1,Small,98938413,Medium,Open-Source
Atlas-9,DeepMind,2025,v4.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,0,Open,Research,0,Large,94190160,High,Open-Source
Aurora-7,Cohere,2025,v5.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Closed,Research,1,Small,114743750,Medium,Research
Aurora-4,Cohere,2020,v5.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,API,Open,1,Medium,89489407,Low,Open-Source
Helios-4,DeepMind,2019,v1.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,Closed,Research,0,Small,114768285,High,Enterprise
Orion-4,AI Labs,2021,v1.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,1,Open,Research,1,Small,166680973,Low,Research
Orion-7,AI Labs,2021,v3.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,Closed,Open,0,Large,81630849,Low,Enterprise
Helios-8,NeuralWorks,2018,v3.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,0,API,Research,0,Large,76625044,High,Open-Source
Vertex-9,NeuralWorks,2023,v4.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,1,Open,Open,1,Small,113109725,High,Research
Neptune-3,NeuralWorks,2025,v1.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,1,Open,Commercial,1,Small,159703433,Low,Open-Source
Orion-6,Baidu,2019,v1.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,1,Closed,Open,0,Small,263132054,Low,Research
Orion-7,Cohere,2020,v4.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,API,Commercial,1,Large,23911273,High,Enterprise
Aurora-4,AI Labs,2018,v2.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Open,Research,1,Medium,51199104,Medium,Open-Source
Cosmos-9,Mistral AI,2019,v1.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,Closed,Commercial,0,Medium,184837238,High,Enterprise
Nova-8,Google AI,2022,v4.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Closed,Open,0,Large,205163863,Low,Enterprise
Helios-8,Anthropic,2018,v2.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,0,Open,Research,0,Medium,218469485,Low,Enterprise
Cosmos-7,AI Labs,2021,v3.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,Closed,Research,0,Medium,226003176,Medium,Enterprise
Vertex-3,Cohere,2023,v5.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Closed,Open,1,Small,81802440,Medium,Enterprise
Cosmos-6,Google AI,2024,v3.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,1,API,Open,0,Small,118372205,High,Research
Helios-9,Meta AI,2024,v2.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,Closed,Research,1,Medium,270554939,Low,Research
Cosmos-8,Cohere,2024,v3.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,Closed,Commercial,1,Small,297757314,High,Open-Source
Vertex-7,Cohere,2022,v4.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,API,Research,1,Small,267505366,High,Research
Vertex-2,Mistral AI,2018,v3.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,Open,Research,1,Small,189234285,Medium,Open-Source
Helios-1,Baidu,2021,v5.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,API,Research,0,Medium,18542048,Low,Enterprise
Atlas-6,AI Labs,2023,v3.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,API,Open,1,Small,231372623,Low,Research
Helios-3,Cohere,2023,v5.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,API,Research,1,Large,140709980,High,Open-Source
Zenith-4,Google AI,2019,v1.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,API,Commercial,0,Large,71087430,Medium,Research
Zenith-3,Anthropic,2021,v3.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Closed,Research,0,Large,13423635,High,Open-Source
Neptune-2,Mistral AI,2019,v1.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,Open,Commercial,1,Small,210809264,Low,Open-Source
Aurora-7,Google AI,2025,v1.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,Open,Research,1,Small,96926521,High,Enterprise
Nimbus-1,Google AI,2023,v3.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,Open,Open,0,Large,13368524,High,Open-Source
Atlas-4,Baidu,2019,v2.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,API,Open,0,Medium,147923572,Medium,Open-Source
Neptune-6,AI Labs,2022,v4.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,Open,Research,1,Medium,56241117,High,Research
Orion-3,Anthropic,2025,v4.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,0,API,Commercial,1,Small,190470071,Medium,Open-Source
Neptune-8,Meta AI,2018,v5.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,Open,Research,0,Medium,231525281,Low,Open-Source
Nova-2,Anthropic,2023,v3.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,API,Research,1,Small,250847173,High,Enterprise
Nova-9,Google AI,2024,v3.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,API,Open,0,Large,227425380,High,Enterprise
Zenith-6,Anthropic,2021,v1.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,1,Open,Research,1,Small,176489548,High,Enterprise
Nova-1,DeepMind,2018,v5.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,Open,Open,0,Medium,9736122,Low,Enterprise
Neptune-7,DeepMind,2022,v3.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,1,API,Research,1,Medium,245051713,Medium,Enterprise
Neptune-6,NeuralWorks,2019,v1.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,Closed,Open,1,Small,92370841,Low,Open-Source
Zenith-9,OpenAI,2018,v3.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,Closed,Commercial,1,Medium,92449855,Low,Research
Cosmos-2,Meta AI,2023,v2.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,API,Commercial,1,Medium,173824847,High,Open-Source
Nova-2,DeepMind,2022,v1.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Closed,Research,0,Small,117036846,Medium,Enterprise
Nova-8,Google AI,2023,v2.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,0,API,Research,0,Small,196229771,Medium,Enterprise
Nimbus-9,Anthropic,2024,v2.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,API,Open,0,Small,248472857,Low,Enterprise
Neptune-4,OpenAI,2025,v2.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,Closed,Research,0,Medium,232645647,Low,Open-Source
Helios-9,Cohere,2023,v1.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,API,Commercial,1,Small,158843214,Low,Research
Atlas-5,AI Labs,2025,v5.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Open,Research,0,Small,143903357,Low,Enterprise
Vertex-2,DeepMind,2021,v5.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,API,Open,1,Medium,111437232,Low,Research
Zenith-5,NeuralWorks,2022,v1.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,0,Open,Commercial,0,Small,101579765,Medium,Research
Atlas-1,Mistral AI,2024,v3.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,API,Research,1,Medium,1540346,Medium,Enterprise
Cosmos-2,OpenAI,2018,v5.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,Open,Commercial,1,Medium,264422072,High,Research
Vertex-5,Mistral AI,2022,v3.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,API,Open,1,Small,145921560,High,Enterprise
Aurora-3,Cohere,2021,v2.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,Closed,Research,0,Small,203818156,High,Open-Source
Orion-9,Mistral AI,2020,v3.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,1,Closed,Research,0,Large,280214606,High,Research
Nimbus-2,Cohere,2025,v5.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,API,Research,1,Large,81652908,High,Enterprise
Nimbus-9,Meta AI,2022,v4.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,Open,Research,1,Large,67269072,Low,Enterprise
Orion-1,Cohere,2023,v1.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,1,API,Open,0,Small,146314256,Low,Enterprise
Nova-7,NeuralWorks,2019,v3.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,API,Open,1,Medium,215272480,Low,Open-Source
Orion-5,Meta AI,2024,v3.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,Closed,Open,0,Medium,164743534,Low,Enterprise
Nimbus-8,AI Labs,2020,v4.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,API,Open,1,Medium,191156374,Medium,Enterprise
Helios-7,Mistral AI,2018,v5.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,Open,Open,1,Small,292665617,High,Enterprise
Aurora-7,Meta AI,2024,v1.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,Closed,Open,0,Medium,53290720,Medium,Enterprise
Cosmos-6,OpenAI,2019,v5.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Open,Research,0,Medium,167908240,High,Open-Source
Cosmos-4,Google AI,2019,v1.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,Open,Commercial,0,Large,239271835,Medium,Research
Neptune-5,Cohere,2025,v2.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,Open,Open,0,Small,77067189,High,Research
Nova-3,AI Labs,2021,v4.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Closed,Open,1,Medium,208135957,High,Open-Source
Cosmos-7,Cohere,2020,v1.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,API,Commercial,0,Large,239628054,Low,Research
Atlas-8,Mistral AI,2022,v1.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,1,API,Research,0,Large,82283712,Medium,Enterprise
Nimbus-6,Mistral AI,2020,v3.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,1,Closed,Open,0,Large,273182932,High,Open-Source
Orion-3,Baidu,2023,v5.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,API,Research,0,Small,58026660,Medium,Open-Source
Cosmos-6,Anthropic,2021,v1.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,API,Commercial,0,Small,40128062,Medium,Open-Source
Nimbus-1,Meta AI,2023,v1.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,Closed,Commercial,1,Large,154593043,Low,Enterprise
Atlas-7,AI Labs,2021,v1.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,Open,Research,1,Medium,294443353,Low,Research
Atlas-9,Mistral AI,2021,v2.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,0,Open,Commercial,1,Large,202926935,Low,Enterprise
Neptune-3,AI Labs,2022,v1.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,Open,Research,1,Medium,210608580,High,Open-Source
Neptune-3,DeepMind,2019,v5.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,API,Open,0,Large,253854766,Medium,Enterprise
Aurora-1,Baidu,2024,v3.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,API,Open,1,Large,34462362,Low,Open-Source
Neptune-1,Baidu,2019,v4.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,API,Research,0,Small,267608332,High,Enterprise
Zenith-7,Mistral AI,2022,v2.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,API,Open,0,Large,259864843,Low,Research
Helios-3,Cohere,2024,v5.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,Closed,Research,1,Medium,32096908,Low,Enterprise
Neptune-1,Anthropic,2024,v5.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,Open,Research,0,Medium,97955386,Medium,Research
Zenith-6,NeuralWorks,2021,v3.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,Open,Commercial,0,Medium,192640535,Low,Research
Orion-6,AI Labs,2022,v2.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,Closed,Commercial,1,Medium,43115419,Low,Enterprise
Vertex-4,DeepMind,2021,v1.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,API,Commercial,0,Small,268848918,Low,Research
Orion-7,DeepMind,2019,v1.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,Closed,Commercial,0,Small,111450519,Medium,Enterprise
Helios-9,OpenAI,2022,v1.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,API,Research,0,Medium,234042782,Medium,Research
Aurora-2,AI Labs,2024,v3.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,0,Closed,Commercial,0,Small,9151535,Medium,Open-Source
Orion-2,Anthropic,2022,v3.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,1,Closed,Open,1,Large,7624513,Low,Open-Source
Nimbus-6,DeepMind,2020,v4.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,Open,Commercial,1,Large,299826866,Low,Enterprise
Aurora-2,DeepMind,2023,v1.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Closed,Research,0,Large,94681461,Low,Enterprise
Aurora-4,Google AI,2018,v2.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,Open,Open,1,Medium,9653379,High,Open-Source
Vertex-1,NeuralWorks,2021,v3.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Open,Research,1,Large,200372039,High,Enterprise
Neptune-7,DeepMind,2020,v1.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,Closed,Commercial,0,Small,198730585,Low,Enterprise
Atlas-1,Google AI,2021,v3.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,API,Open,0,Medium,43114820,Low,Enterprise
Nimbus-9,NeuralWorks,2024,v5.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,1,Closed,Research,1,Small,177461148,Low,Research
Nova-8,Baidu,2019,v2.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,API,Open,0,Medium,260928478,High,Enterprise
Cosmos-7,Anthropic,2020,v5.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,Closed,Commercial,0,Small,220313265,Medium,Research
Atlas-8,Anthropic,2020,v4.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,API,Open,1,Large,55221478,Low,Open-Source
Helios-1,Meta AI,2019,v2.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Closed,Open,0,Large,158513575,Low,Research
Zenith-2,OpenAI,2019,v3.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,Closed,Open,0,Large,99489386,High,Enterprise
Vertex-2,Meta AI,2018,v5.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,Closed,Research,1,Small,125695541,Medium,Open-Source
Zenith-1,NeuralWorks,2024,v3.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,Open,Open,0,Medium,279708465,Medium,Enterprise
Nimbus-6,Google AI,2023,v3.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,Closed,Research,0,Medium,140279890,High,Open-Source
Nova-5,Meta AI,2019,v2.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,Open,Commercial,0,Medium,110060460,Medium,Research
Helios-8,AI Labs,2020,v4.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,Closed,Commercial,0,Small,150493422,High,Open-Source
Neptune-6,Google AI,2021,v1.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,API,Open,0,Large,170012291,Low,Open-Source
Neptune-9,Baidu,2021,v5.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,Open,Open,0,Medium,253391288,Low,Enterprise
Atlas-8,DeepMind,2020,v2.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,Closed,Open,0,Large,96624778,Low,Enterprise
Orion-7,NeuralWorks,2021,v3.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,API,Commercial,1,Large,211566168,High,Enterprise
Vertex-8,DeepMind,2019,v2.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,Open,Open,1,Small,95593671,Medium,Enterprise
Neptune-6,Cohere,2020,v4.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,Closed,Open,0,Medium,33643500,High,Enterprise
Orion-6,Cohere,2024,v4.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,Closed,Open,0,Medium,25496632,Medium,Enterprise
Helios-4,NeuralWorks,2020,v5.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,API,Research,1,Small,179932674,Medium,Enterprise
Neptune-1,AI Labs,2021,v3.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,Closed,Research,1,Medium,222939902,Low,Open-Source
Nova-1,OpenAI,2018,v5.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,Closed,Commercial,0,Small,133772870,Low,Open-Source
Neptune-7,Cohere,2020,v3.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,Open,Open,0,Small,210983045,Low,Enterprise
Orion-6,Cohere,2018,v3.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,API,Open,1,Medium,157357562,Medium,Open-Source
Nova-7,AI Labs,2022,v4.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,1,API,Commercial,1,Large,59145427,Medium,Research
Nimbus-1,Cohere,2021,v4.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,Open,Open,0,Small,91868470,Low,Research
Nimbus-4,Google AI,2020,v4.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,Closed,Commercial,1,Large,182391758,Low,Enterprise
Zenith-7,OpenAI,2022,v2.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Closed,Commercial,1,Large,298859871,High,Research
Neptune-2,Cohere,2019,v4.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,Open,Commercial,0,Small,228731096,Medium,Open-Source
Vertex-8,Meta AI,2024,v4.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,API,Open,1,Large,174079742,High,Research
Nimbus-3,Meta AI,2022,v5.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,Open,Commercial,0,Small,282523538,High,Enterprise
Aurora-6,Cohere,2020,v2.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,Open,Open,0,Large,247205554,Medium,Enterprise
Aurora-8,NeuralWorks,2020,v1.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,Closed,Commercial,1,Large,165148454,Medium,Research
Helios-5,AI Labs,2021,v1.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Open,Commercial,0,Small,281417234,High,Open-Source
Helios-6,NeuralWorks,2022,v5.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,Open,Research,0,Small,89486199,Medium,Open-Source
Zenith-2,OpenAI,2020,v5.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,1,API,Research,0,Large,212122694,Medium,Research
Cosmos-6,DeepMind,2023,v5.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,Closed,Open,1,Medium,135507123,High,Enterprise
Vertex-7,Baidu,2020,v1.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,API,Open,0,Medium,201900240,Low,Research
Aurora-4,Mistral AI,2023,v5.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Closed,Commercial,0,Large,147580700,Low,Open-Source
Orion-8,Cohere,2018,v3.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,Closed,Research,1,Large,293909971,Low,Open-Source
Zenith-1,NeuralWorks,2020,v2.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,Closed,Open,0,Medium,53331739,High,Research
Nova-1,Baidu,2023,v2.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,1,API,Open,0,Small,104583839,High,Enterprise
Orion-2,Meta AI,2025,v1.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,Closed,Commercial,1,Small,184315909,Medium,Research
Neptune-8,Google AI,2019,v1.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,Open,Research,0,Large,202074026,Medium,Open-Source
Nova-5,Anthropic,2020,v3.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,Open,Open,1,Medium,122311554,Low,Research
